word,decade,cluster,cluster_size,rank_in_cluster,distance_to_centroid,target_word_visible,snippet
sugar,1900,0,1336,1,4.7698,True,"tariff's and sugar effect on british trade. the tariff commissioners' report on sugar and confectionery"" has just been forwarded to us for review. among the points it i..."
sugar,1900,0,1336,3,4.8328,True,"g. h. walker. warrington. --- mr. pierpoint, m p., and the sugar convention. sir,-1 was very pleased to see in your last saturday's issue that mr. parker had taken up the statement made by mr. pierpoi"
sugar,1900,0,1336,4,4.8584,True,"g. h. walker. warrington. mr. pierpoint, mp., and the sugar convention. sir,—l was very pleased to see in your last saturday's issue that mr. parker had taken up the statement made by mr. pierpoint on"
sugar,1900,0,1336,5,4.8772,True,"colonel foster on '• sugar."" colonel foster, who met with a hearty re- ception, prefaced his remarks with the inti- mation that he did not intend to speak at any length. they w..."
sugar,1900,0,1336,6,4.8933,True,"...d their supporters had said that another result would be to increase employment. the opposition, on the contrary, said it would increase the price of sugar, an"
sugar,1900,0,1336,7,4.8978,True,"...d their supporters had said that another result would be to increase employment. the opposition, on the contrary, said it would increase the price of sugar, an"
sugar,1900,0,1336,8,4.9063,True,"a case in point. mr. chamberlain at newport spoke of sugar, and said the exceedingly useful arrangement that we li. entered into with foreign powers had not raised the price of sugar at all. they had "
sugar,1900,0,1336,9,4.954,True,"tariff's and sugar effect on british trade. the tariff commissioners' report on sugar and confectionery"" has just been forwarded to us for review. among the points it i..."
sugar,1900,0,1336,10,4.9619,True,"jantary 2e, nem the world's record sugar plantation intains 13,000 acres. has 30 miles of rail- y, and employs 1,:-,00 people. the mann- kanre of sugar and salt is (tarried on by aid of 2,40..."
sugar,1900,0,1336,11,4.9667,True,"...he brussels convention. the brussels convention, which came into emu- sties in 1903, abolished state bounties on the cul- tivation and manufacture of sugar in germany, austria, france, belgium, and o"
sugar,1900,0,1336,12,4.9704,True,"old and new duties on sugau. twenty-seven years have elapsed since sugar was relieved of all tribute to the xeventte of tha united kinstdoin,.and in tha iffierval the consumption of sugar has enormous"
