word,decade,cluster,cluster_size,rank_in_cluster,distance_to_centroid,target_word_visible,snippet
sugar,1870,0,156,1,5.3759,True,"...allerman's ""very best"" condenseid, mllk.—prepared in the riched agricultural! distriet in the world, by the con- centration. of pure milk and refined sugar crystals. mork economic"
sugar,1870,0,156,2,5.391,True,"... tallerman's ""very best"" ciondensed mllk.—prepared in the richest agricultural district in the world, by the con- centration of pure milk and refined sugar crystals. m"
sugar,1870,0,156,3,5.4309,True,"...r for tallerman's very best condensed milk, prepared in the richest agricultural district in the world, by the noncentration of pure milk and refined sugar crystals. more econ"
sugar,1870,0,156,6,5.5424,True,"... itselins. 1 r 151.6 ht fiondensed mlllc.—prepared in the richest agricultural district in the world. by the con- centration of pure milk and refined sugar cryctals. more economical,"
sugar,1870,0,156,9,5.629,True,"... tallerman's ""very best"" ciondensed mllk.—prepared in the richest agricultural district in the world, by the con- centration of pure milk and refined sugar crystals. more economical"
sugar,1870,0,156,10,5.6349,True,"...r for tallerman's very best condensed milk, prepared in the richest agricultural distriet in the world, by the noncentration of pure milk and refined sugar crystal"
sugar,1870,0,156,11,5.6651,True,"...aliterman's ""very best"" • condensed mllk.—prepared in the richest agricultural district in the world, by the con- centration of pure milk and refined sugar crystals. more economic"
sugar,1870,0,156,12,5.6669,True,"...or t a lt;erman's very best condensed milk, prepared in the richest agricultural district in the world, by the concentration of pure milk and refined sugar crystals. mor"
sugar,1870,0,156,13,5.6842,True,"...r for tallerman's very best condensed milk, prepared in the richest agricultural district in the world, by the concentration of pure milk and refined sugar crystals. "
sugar,1870,0,156,14,5.7232,True,"...or tallerman's very best"" nondensed mllk.—prepared in the richest agricultural district in the world, by the con- centration of pure milk and refined sugar crystals. more economical, "
sugar,1870,0,156,15,5.7276,True,"...for tallerma.n's very best condensed milk, prepared in the richest agricultural district in the -world, by the concentration of pure milk and refined sugar crystals. 761 e economical, "
sugar,1870,0,156,16,5.7428,True,"... tallerailn's ""very best"" condensed mllk.—prepared in the richest agricultural district in the world, by the con- centration of pure milk and refined sugar crystals. more economical"
sugar,1870,0,156,18,5.7683,True,"...or tallerman's ""very best"" condensed mlll—prepared in the richest agricultural district in the world, by the con- centration of pure milk and refined sugar crystals. more economical, "
sugar,1870,0,156,20,5.7819,True,"...or tallerman's very best"" condensed mllk.—prepared in the richest agricultural district in the world, by the con- centration of pure milk and refined sugar crystals. more econo"
sugar,1870,0,156,22,5.8188,True,"...a.llersuic's ""very best"" conde'nsed mllk.—prepared in the richest agricultural district in the world, by the con- centration of pure milk and refined sugar crystali. more economic"
