word,decade,cluster,cluster_size,rank_in_cluster,distance_to_centroid,target_word_visible,snippet
sugar,1910,0,1109,25,6.5647,True,"fact 3.-tlie shortage of potatoes and sugar. the potsto crop-c:1-1-91-6 • fa 'au re. not enough 1104.001. were planed be,un.e he men who plant then, hahl goo° to the war. those wt.ah were phune..."
sugar,1910,0,1109,39,6.6743,True,"...aking for xmas children love sweets, and they are good for them in moderation, especiaitly if the ingredients are quite pure. in households where the sugar ration has been hoarded, or where it "
sugar,1910,0,1109,54,6.7896,True,"sugar vor jam the forms of application. an annottl2eemant i_ is ei 14verpool con- ""the ship is ten times larger than atil tiittt temporary' thurtedey' next..."
sugar,1910,0,1109,56,6.7931,True,"food time table. sur 2t teeal summit twe are u; ,;st u; the ntuustrt ruturus it; etotottx•tuon wall the sugar fur-jam lltstrt- • bution salem, 29—margsrine: prima order rn.. force seonand in sepia] ma"
sugar,1910,0,1109,57,6.7952,True,"l.c.2i=ifs corner i rules. bullocks. thee ceylon sent tea; barbed."" mau- i britivh guiana sugar .• i had nearly for• 4—are new wailers moat become etanthem gotten that besidee the •eit, british guia v"
sugar,1910,0,1109,71,6.8496,True,"with great oare dropped three lumps of sugar one after another into the tiny cups. ""i think you are quite a little barn tea-maker,' he said; ""but. do you know, you have never told me your name y..."
sugar,1910,0,1109,83,6.8815,True,"with great oare 'dropped three lumps of sugar one after another into the tiny cups. ""i think you are quite a little born tea-maker,' he said; ""but. do you know, you have never told me your name y..."
sugar,1910,0,1109,85,6.8922,True,"... fruit. the ilitustry of food hair officially ad- vised the liverpool corporation that veget- able marrows; ate nut fruit within the mean. iug of the sugar domestic preserving order 41917),"
sugar,1910,0,1109,87,6.8995,True,"the sugar supply. co-op congress's deputation to lord devonport. a .• • ileputitt,,,,, patlian, e ntary c‘orittri i_r tire couto:, :cu, i\ air eatiirgeni wce n..."
sugar,1910,0,1109,90,6.9153,True,... dug. cards ahould lave leen deprited with the grocers by nov. 511.. during are ark grocers in haidingthin and in otilscr wwi. rye re. hind to supply sugar °aria on the production tit
sugar,1910,0,1109,93,6.925,True,"the sugar supply. co-op congress's deputation to lord devonport. a .• • ileputitt,,,,, patlian, e ntary c‘orittri i_r tire couto:, :cu, i\ air eatiirgeni wce n..."
sugar,1910,0,1109,104,6.9437,True,"what ice c an inti food hof police co 104, willi moned fo out havin acquired session el ordinary meat. t 1 sugar or 7th of cer ness with control authorisil s. steel r the su] with, and the a said that"
