word,decade,cluster,cluster_size,rank_in_cluster,distance_to_centroid,target_word_visible,snippet
coffee,1880,0,1534,92,5.7632,True,"(grand show of autumn fashions. w 3—. c 3 int m s b e enso and c"" • t araxa cum, or dandelion coffee ds ft eftent.en thgx.,, are naw making and chicory. fpecithy recommended as 3 brokfast diet. foc. s"
coffee,1880,0,1534,143,5.9318,True,"date coffee has been awarded the gold nadal by the sooibte scientifique europeenne of paris. ',at ivm. waine, complete house furnisher. 131 to 139, newington but..."
coffee,1880,0,1534,334,6.4402,True,"new breakfast & after dinner beverage. conroy's malt coffee one box of clarke's 841 pills la warranted to cure all discharges from the urinary organs, in either sex (acquired or conatitutional), grave"
coffee,1880,0,1534,389,6.5748,True,"$ price. one half-penny. be sure you get a samp of horton's tea. and coffee. his iwo shilling tea is delicious, and the freuen coffee, in tins, at one shilling, cannot be beaten.— ~amuel horton, 182, "
coffee,1880,0,1534,444,6.7026,True,"cla visit always bliatie• bo the 7 av i without old 45, cl established coffee at .os et?' kw. jon"
coffee,1880,0,1534,452,6.7189,True,"establishment regiments of coffee bare and grooery listiuct from canteen anticipsted in 1882, w, 4. the great difficulty finding buildings suitable a can be ascertained the sufficient..."
coffee,1880,0,1534,457,6.7245,True,"...ant, and artistic. cartes from 7 /6 per; dozen. alfred freke's, photographer, crown studio, 12, duke street cardiff. 0 i\l- m taraxacijm or dandelion coffee "
coffee,1880,0,1534,459,6.7262,True,"denton rid haughton e x4.at.:t:n-•-a-,: 8.4277rday february 244, 1883. tiie coffee ,i4l7elit4 kovement. the rev. mr. rowe has elected to be the pioneer of -a movement which we trust will, before long,"
coffee,1880,0,1534,472,6.7702,True,"dorohesteji soup zitow and coal fund. riihe committee of the people's coffee tavern, south-eireet, dorchester, believing there is great need for relief to the poor of dorchester and fordingtoo during "
coffee,1880,0,1534,476,6.7762,True,"imb. kirkham. ----- formation of a coffee tavern company.— for some time past, a number of the working men of kirkham have been busying themselves with try- ing to form a coffee tavern compan..."
coffee,1880,0,1534,499,6.8403,True,"miscellaneous. 3117131 a -street. !hutch. 11ma, pitting if an new it free :irene r their coffee or, u y such whieb. el new proach ieficfsi e prin- th 10"" bloat e nplled• tutioh, pealtb erfbc; sn' eol-"
coffee,1880,0,1534,530,6.9147,True,"denton rid haughton e x4.at.:t:n-•-a-,: 8.4277rday february 244, 1883. tiie coffee ,i4l7elit4 kovement. the rev. mr. rowe has elected to be the pioneer of -a movement which we trust will, before long,"
coffee,1880,0,1534,539,6.9314,True,"pounds. notarial awari. (bb td) of october competition. no cemen hayme named the mot number of cwt. of coffee (23.365) whlch pahl duty in october, 1886, the prize of b5o is awarded to answer 23,m4. l "
coffee,1880,0,1534,564,6.9927,True,"coffee lewis's, in ranelagfi street, tnalan. and vanly"
coffee,1880,0,1534,583,7.0396,True,"establishment regiments of coffee bare and grooery listiuct from canteen anticipsted in 1882, w, 4. the great difficulty finding buildings suitable a can be ascertained the sufficient..."
coffee,1880,0,1534,610,7.1021,True,"coffee licwinti, in ranblag h street, maas. and zyjihy day."
coffee,1880,0,1534,612,7.1045,True,"mal 4 after dinner beverak i, s coffee • pi ooffees_cowbined with malt by patent proems ""asa brisma bevisp it ""a searialling and brllb mis;;"" milo 8. i leaduard&rtiel_avisse offrial3. assi..."
