word,decade,cluster,cluster_size,rank_in_cluster,distance_to_centroid,target_word_visible,snippet
cocoa,1870,0,337,54,4.9929,True,"... of diet. genuine arrow root, sago, tapioca, vermicelli, ma- caroni, isinglass, iceland and insh moss, indian corn flour, epp's and fry's homcepathic cocoa, tomlinson and hayward's dandelion c"
cocoa,1870,0,337,75,5.1892,True,"31[aravilla 0000 a. theiteifection of pi(,ef:a*i4d 0000 a. iiakavilla.ooooa.—sole paormaroits. -talclati, eros, ,london. the cocoa. (or cacao) of iceitavrila le the true therobrouln. of limits., • ta."
cocoa,1870,0,337,87,5.2765,True,"...s of diet. genuine arrow root, sago, tapioca, vermicelli, ma- caroni, isinglass, iceland and huh moss, indian corn flour, epp's and fry's homeopathic cocoa, tomlinson and hayward's dandelion co"
cocoa,1870,0,337,101,5.4226,True,"§‘'ag'ain plooadilly mau villa cocoa tm picrtikvoi d munn) 0000 l i was i gal uyam lewd nock *1 fint own mitl.gemini dioney as m tits lo cluivlolllolll awls, km sad ilireamtnell. lee"" w...."
cocoa,1870,0,337,178,5.9335,True,"i 1 n[aiavilla cocoa. co.rrßrecnox of pritartj) cocoa. niaiutilla cocoa -410 lt protristors, taylor rico, 10,1,011. tb! cocoa (no cacao) el maratilla i. the ino thoobreae..."
cocoa,1870,0,337,224,6.3819,True,"opening of cocoa rooms at darlington. on saturday afternoon mr boathouse, m.p. attended at the new cocoa rooms at darlington, opened by mr lockhart, who has similar e..."
cocoa,1870,0,337,228,6.3969,True,"opening of cocoa rooms at darlington. on satordae afternoon mr backhouse; m.p., attended at the new cocoa rooms at dariington, opened by mr lockhart, who has similar ..."
cocoa,1870,0,337,245,6.666,True,"maratilla 00000. tm plolloololol 19.119ji3 0000 k. rarayilla coocia.""i42llp,ropiuktoii, tat®. tr, cocoa lec cacao) el liarittlla is the brow thaleta.o dense.. cs* le tionit wilma howler, of et tch 851"
cocoa,1870,0,337,248,6.7007,True,"...f diet. genuine arrow root, sago, tapioca, vermicelli, ma- caroni, isingla.ss, iceland and irish moss, indian corn flour, epp's and fry's homcepathie cocoa, tomlinson and hayward's dandelion"
cocoa,1870,0,337,293,7.5055,True,"31[aravilla 0000 a. theiteifection of pi(,ef:a*i4d 0000 a. iiakavilla.ooooa.—sole paormaroits. -talclati, eros, ,london. the cocoa. (or cacao) of iceitavrila le the true therobrouln. of limits., • ta."
cocoa,1870,0,337,325,8.2172,True,"cannock local board. a inee'sing of this board was held at cocoa ic friday, mr. williemson in the chair. a tender from the gas company to 413 t the limps for £2 each wu read. mr. smith proposed that h"
cocoa,1870,0,337,326,8.2636,True,"...garette"" says :—"" by a thur ugh natural laws which govern the operatioi.a and nutrition, and by a careful anlication ut c properties of well-selected cocoa. mr. epps l-ti"
cocoa,1870,0,337,330,8.5185,True,"...e the sod un gentlzuk's hair cut.and brustiid by mach in shy. h. w. riglar's hare ciittincl shampooing. north roars, lorchiister. h wal reat•oll ally cocoa the u. "
cocoa,1870,1,957,9,3.4141,True,"epps's cocoa..—""mining world"" says:—"" the pre' ration of pure and nutritious article, of diet is. 112 of philanthropy, noble work. the wear and tear upv• brain an..."
cocoa,1870,1,957,12,3.4511,True,"f4pps's cocoa.—"" naval and military gazette"" says :—"" the nutritive qualities of cocoa over either those of tea or coffee are now so generally acknowledged that th..."
cocoa,1870,1,957,13,3.4712,True,... of a kind not' evidence upon • systems. cm tion-showea vent for some the _ depending -.uot admitted by their _ medical profession are now ordains es cocoa essenc
cocoa,1870,1,957,15,3.5111,True,"epps's cocoa.—""naval and military gazette"" say4l: ""the nuttitive qualities of cocoa over thoie of tea or coffea are now so generally acknowledgedtbat the steady i..."
cocoa,1870,1,957,16,3.5129,True,"fpps's cocoa.—"" naval and milifary. gazet'e says:—"" the nutritive qnalities of cocoa over either those of tea or coffee are now so generally acknowledged that the..."
cocoa,1870,1,957,18,3.5353,True,"birth. on the 14th lost, the wife of edward cartwright, of loney town, of a {ob. bre a kfast. erpti's cocoa. grateful and com. rouriso.—the very agreeable character of this prepara- tion has rendered "
cocoa,1870,1,957,21,3.5437,True,"maravilla cocoa. • _ r!..l,,rictrhon invigo- rat:nor and t^ all. 3iaravilla 31a.ravilla coood. 11a35. l>evei- ate for inraiide pruc. _ mar.avilla cocoa.—od trial est..."
cocoa,1870,1,957,22,3.544,True,"yours truly, pedestrian, iwe bare receiveil a letter from anlicll,l,” which will appear next week.—en. 6. 0 breakcist.—epps's cocoa—grateful and com• forting.—the very agreeable character of this prep"
cocoa,1870,1,957,23,3.5479,True,"rpps's cocoa.—""mining world"" says:—"" the pre- paration of pure and nutritious articles of diet is. in point of philaathrepy, noble work. the wear and tear upon br..."
cocoa,1870,1,957,25,3.5578,True,"-fipps's cocoa.—"" naval and military a gazet a"" says :—"" the nutritive qualities of cocoa over either those of tea or coffee are now so generally acknowledged that ..."
cocoa,1870,1,957,27,3.5705,True,"epps's 0000 a.—"" naval and military gazette"" says :—"" the nutritive qualities of cocoa over either those of tea or coffee are now so generally acknowledged that the steady increase shown by official s"
cocoa,1870,1,957,29,3.5788,True,"epps's cocoa.—""john bull"" aas in no branche, of industry are rec..int scientific and chemical discoveries more generally applied watt in those upon i which our fo..."
cocoa,1870,1,957,35,3.6063,True,"epps's cocoa.—"" naval and military gazette"" says :—""the notritii e coc over either those of tea or coffee are now so generatly acknowledged that the steady increa..."
cocoa,1870,1,957,37,3.615,True,"• epps's cocoa.—"" cassell's household guide"" sariol we will now give an account of the process adop of by messrs. james epps and co. manufacturers_,,v dietetic arti..."
cocoa,1870,1,957,41,3.6331,True,"epps's cocoa.—""court journal"" says:—"" in a el iniat! so varying and trying as our own, to maintain a soil"" and unifortn health, our daily diet cannot be too carol..."
cocoa,1870,1,957,42,3.6339,True,"epps's cocoa.—"" naval and military gazette"" says :—""the nutritive qualities of cocoa over either those of tea or coffee are now so generally acknowledged that the..."
cocoa,1870,1,957,43,3.6364,True,"epps's 0000 a.—"" naval and military gazette"" says :—"" tile nutritive qualities of cocoa over either those of tea or coffee are now so generally acimowledged that the steady increase shewn by official "
cocoa,1870,1,957,47,3.6404,True,there was nothing else of public importance before the court. breakfast —epps's cocoa.—gratevul and cow forting. —the very agreeable character of this pre- paration has rendered it a general favourite
cocoa,1870,1,957,50,3.6564,True,"epps's cocoa.—""cassell's household guide"" says:— we will now give an account of the process adopted by messrs. james epps and co., manufacturers of dietetic artic..."
cocoa,1870,1,957,56,3.6871,True,"epps's cocoa.—"" civilian"" says :—""ln the 17111 century, before either tea or coffee had fitund their way into the english markets, chocolate was a faveurite bever..."
cocoa,1870,1,957,61,3.6938,True,"epps's cocoa.—"" civilian"" says :—""ln the 17111 century, before either tea or coffee had fitund their way into the english markets, chocolate was a faveurite bever..."
cocoa,1870,1,957,63,3.6956,True,"-f:pps's cocoa.—"" civilian"" says in the 17th century, before either tea or coffee had found their way into the english market•s, chocolate was a favourite beve- rag..."
cocoa,1870,1,957,64,3.699,True,"epps's cocoa.—"" church review"" says :—"" although we cannot ya boast of a free breakfast table, still the active legislation in furtherance of that object during t..."
cocoa,1870,1,957,65,3.7011,True,"avillia cocoa. th perpect/on of prepared cocoa. jaaravilla cocoa.--sole proprietors, vt.cip rros,„ lannox the cocoa (or cacao) of maravilla is the true theoliroma ..."
cocoa,1870,1,957,67,3.7044,True,"epps's 0000 a.—"" naval and military gazette"" says :—"" the nutritive qualities of cocoa over either those of tea or coffee are now so generally acknowledged that the steady increase shewn by official s"
cocoa,1870,1,957,69,3.7066,True,"-epps's cocoa.—"" church review"" says :--"" although we cannot yet boast of a free break- fast table, still the active legislation in furtherance of that object duri..."
cocoa,1870,1,957,73,3.7129,True,pure soluble cocoa. vanhoijten's cocoa has- been introduced for some years as the only gyaranteed pure b‘doble cocoa. and by all who are now acquainted uith it it is ap...
cocoa,1870,1,957,76,3.7191,True,pure soluble cocoa. vanhoijten's cocoa has- been introduced for some years as the only gyaranteed pure b‘doble cocoa. and by all who are now acquainted uith it it is ap...
cocoa,1870,1,957,77,3.7195,True,"-f:pps's cocoa.—"" civilian"" says in the 17th century, before either tea or coffee had found their way into the english market•s, chocolate was a favourite beve- rag..."
cocoa,1870,1,957,81,3.7332,True,"i remaio, yours bre., a visitor. a visit to 'epps's cocoa ma giipactort.—throiioi the kindness of messrs epps. i recently had ao opportunity if seeing the many &implicated and varied processes the cac"
cocoa,1870,1,957,83,3.7356,True,"epps's cocoa.—""john bull"" aas in no branche, of industry are rec..int scientific and chemical discoveries more generally applied watt in those upon i which our fo..."
cocoa,1870,1,957,88,3.7431,True,"maravilla cocoa. the ...ereectiox of prepared cocoa. maravilla cocoa.---80-le-p-1170-p-rre-torb,-- taylor bros., london., the cocoa (or cacao) of maravilla is the tr..."
cocoa,1870,1,957,89,3.7567,True,"f pps's cocoa.—""court journal"" says:—"" in a climate so varying and trying as our ;own, to maintain sound uniform health, our daily diet cannot be too careful iy an..."
cocoa,1870,1,957,91,3.7632,True,"f4pps's cocoa.—"" court journal"" says:—"" in a climate so varying and trying as our own, to maintain sound uniform health, our daily diet cannot be too carefully and..."
cocoa,1870,1,957,92,3.764,True,pure soluble cocoa. vanhoijten's cocoa has- been introduced for some years as the only gyaranteed pure b‘doble cocoa. and by all who are now acquainted uith it it is ap...
cocoa,1870,1,957,93,3.7668,True,"epps's cocoa.— mining world"" says the preparation of pure and nutritious articles of diet is, in point of philanthropy, noble work. the wear and tear upon brain a..."
