word,decade,cluster,cluster_size,rank_in_cluster,distance_to_centroid,target_word_visible,snippet
cocoa,1880,0,831,263,4.6574,True,"drg,h.jones surgeon dentist fry's cocoa doctor of dentel surgery; exam. 173.11.; filk.s. glea 8.z.8.m.5.a.. eta., a haaancy dotal surgeon to the british him for deaf sad dumb primal's, dedh..."
cocoa,1880,0,831,307,4.7731,True,"drg,h.jones surgeon dentist fry's cocoa doctor of dentel surgery; exam. 173.11.; filk.s. glea 8.z.8.m.5.a.. eta., a haaancy dotal surgeon to the british him for deaf sad dumb primal's, dedh..."
cocoa,1880,0,831,353,4.9499,True,"eppb's grateful ao c o ort 114 ch (i3reakiast) cocoa. yz ili• boiling watfy mt .-' -- di doublevlel';:rlyiir ritlvonrißeitkoso.,f arleicaßnows, b v 1, p col, ci, haarlem, hollane• niumn 100 extra cho°"
cocoa,1880,0,831,396,5.1139,True,"niter, in were one of _tbe _ wee messrs. under the name soluble and cow boiling, and was epps's cocoa. —""family herald"" says: _"" the best makers—such as messrs. epps—sell a pore preparation."" transva."
cocoa,1880,0,831,410,5.1578,True,"cocoa ma.ttings. good strong cocoa fibre, lid. square yard. superior cocoa fibre. ls. ad. per square yard. extra fine double twill, is. od. to 2s. square y..."
cocoa,1880,0,831,442,5.2928,True,"...ecessitate long ir- teryals between meals—nothing will be found so exhilarating, comforting, and capable of sustaining exhausted natu .e as cadbury's cocoa, guar"
cocoa,1880,0,831,476,5.523,True,"...tch and toothpick, to.night and to-morrow. the words cocos sad chooolate are of mexican mien. chocolate from chocolatl, the sound made in bruhdng the cocoa with sugar. coca° is the cocoa al conuner"
cocoa,1880,0,831,484,5.5616,True,"...tch and toothpick, to.night and to-morrow. the words cocos sad chooolate are of mexican mien. chocolate from chocolatl, the sound made in bruhdng the cocoa with sugar. coca° is the cocoa al conuner"
cocoa,1880,0,831,494,5.6348,True,"cocoa mattings. good strong cocoa fibre, hd. square yard. superior cocoa fibre, is. 3d. pier square yard. eva% fine dot•ble twill, is. lid. to 2s. square y..."
cocoa,1880,0,831,515,5.7405,True,"errd's cocoa.—grateful and comforting."" by thortet,th kno .• lodge of the natural laws which govein the operations of digestion and nutritioe, and by a eo eful ap..."
cocoa,1880,0,831,527,5.8008,True,"cocoa trade addresses. birds and animals prior rvili) stll entificallt, animal skins and furs dressed, rugs lined and made up, hand and fire screens, &c., ..."
cocoa,1880,0,831,529,5.8241,True,"cocoa • atm. .g mora, requisite* for ora d'fil wis.', 1. !rot, t• dfianqe swivey all t o name apsfko rfri ock by edward stan d, hole agent for england and ..."
cocoa,1880,0,831,537,5.9164,True,"cocoa midis 0.:51t8 11011.1110 milk. keating's powder. kills fleas. bags, moths, beetles. keating's powder. kills fleas, bugs, moths, beetles. keating's po..."
cocoa,1880,0,831,555,5.9964,True,"cocoa iaution.-00611:c. chlorodyne. vre'l-known remedy fcd merrhem,drentery, f.rer nn th• sump tbo 1111.• g• j t..,11.• e. ox le. briia.l.nd (liu\ i. li., ..."
cocoa,1880,0,831,559,6.018,True,"cocoa wool-growers nan nave tnein wool actured bstotweetts.te.for on we by sentbrttr it to robert houston is, vest blackball, rt. and rockbane melia, orrev..."
cocoa,1880,0,831,565,6.0555,True,"pure extract of cocoa. arrantrd. pure extract of cocoa. delicious. pure extract of cocoa. nourishing. pure extract of cocoa. suitable for all. ltd. charles mudd, fish sale..."
cocoa,1880,0,831,587,6.2823,True,"fm cocoa patent lorne patent anucapn;c lamps lamp-dealers. nese tiara the most perfect and economic liot ws- dues nc do sot require any (mousey, sad give a wi..."
cocoa,1880,0,831,595,6.4027,True,"cocoa anonymous letters. on saturday a court-martial assembled at the main guard, portsmouth, under the presidency of major lake, r.a., for the trial of st..."
cocoa,1880,0,831,599,6.4497,True,"cocoa ordnance survey all the ordnance ay.. !rept in &ebb by edward stanford, bole agent for england and mrijas. cp,vernm,nt map depot, ht.„ charing (71toh..."
cocoa,1880,0,831,606,6.4709,True,"cocoa billiards or bagatelles! gll those requiring new or second-b.:id 0 time stet, or billiard work done. should,new price list.vonl rcusilwon. grpleosr. ..."
cocoa,1880,0,831,637,6.7055,True,"cocoa _ decorate homes.* micaw, stevpsson & orr's patent glacier window decora- tion, now in use all ever the world, produces all the roirt cj stained glas..."
cocoa,1880,0,831,639,6.7091,True,"a new di (conducted on the was ...pig • cocoa rooms, 94, d; street, birreneeeitt, nearly opposititottre county soarf, yllrlus and within ilalf-aellikate's walk of the hew tfpfs so 6 sessions cone..."
cocoa,1880,0,831,643,6.7346,True,"is isocuered *- • v kospeigag wither yari _„. mitaisidag would do bat the mud for eve*. sitd- cocoa and to • burdock who two quits enousb swops- (""hum,"" thought bayard at ""how liia abe rushees the tru"
cocoa,1880,0,831,660,6.8542,True,"cocoa -ml&de with bogalgo nual nervous debility, weakness. &c —a minister, haying suf fered from youthful imprudence, lost manhood, &c., in its worst form,..."
cocoa,1880,0,831,661,6.8635,True,"cocoa decorate aronoulres. m'caw, stevenson & ore's patent glacier window decora- tion, now in use all eve-r the world, produces all the effect ot stained ..."
cocoa,1880,0,831,677,6.9985,True,"cocoa a mysterious defendant. at the westminster police-conrt on monday, a tall. stylishly-dressed young woman, who gave the false name of annie hills, and..."
cocoa,1880,0,831,735,7.5706,True,"...and scullery.—dres;ser with three drawers axd hardwood top, round table, seven rush-seated chairs, salt and knife boxes, two towel rollers and frames cocoa matting an"
cocoa,1880,0,831,741,7.6495,True,"clifton. cadbury's cocoa. 15 absolutely pure. the public analysts have submitted tjadbetby's cocci to close tests, and the result has always proved its great value as a so4ta..."
cocoa,1880,0,831,742,7.6558,True,"repairs promptly attended i'o. oreap noustrlfilient.—fonrteen large breakfast cues of aeons', reliable cocoa on be made from a sixpenny packet of cadbury's cocoa ifeseuw. auk for cadbury'e, and do not"
cocoa,1880,0,831,773,8.0045,True,"cocoa interemed in the =bleat of narrow and physical sit.l_,..„ mould write st once for a valuable pamphlet atlaw."". how the moat obecum nervous and orpa....."
cocoa,1880,1,3305,17,3.7203,True,"yours defendingly, thicie is nothing more neurithing and warming in cold weather than a cup of really good cocoa, but the difficulty has been to obtain it pure. this may be secured at the cost cone ha"
cocoa,1880,1,3305,21,3.7296,True,"cheap nourishment.—fourteen large breakfast cups of strong, reliable cocoa can be made from a sispenn packet of cadbury's cocoa es bowl:. aa for cadbury's and do not be mposed upon."
cocoa,1880,1,3305,27,3.7803,True,"there is nothing more nourishing and warming in cold weather than a cup of really good cocoa, but the difficulty has been to obtain it pure. this may be secured at a cost of one halfpenny for a ;large"
cocoa,1880,1,3305,31,3.7889,True,"there is nothing more nourishing and warming in cold weather than a cup of really good cocoa, but the difficulty has been to obtain it pure. this may be secured at a cost of one halfpenny for a large "
cocoa,1880,1,3305,34,3.8134,True,"ij-;;,.- ,1 the medical proteanion aro now ordering cadbury's cocoa eelcnci in tuousaadeuf °ties, because it contains more nutritious 021 pesu.foraimg elementa than and otaer beverage. end is pre: cra"
cocoa,1880,1,3305,37,3.828,True,"b- y the cijticitra remedies. chu? noviubiiment.-14 large breakfast cups of strong, reliable cocoa can be n alo from a sixpennny packet of cad- bury's cocoa essence, ask for cadbury's, and do not be l"
cocoa,1880,1,3305,38,3.8397,True,"fleetwood grocers. the medical profession are now ordering cadbury's cocoa essence in thousands of cases, because it contains more nutritiors3 and flesh forming elements than any other beverage, and i"
cocoa,1880,1,3305,42,3.854,True,"mineral dock dues.... totals £2,833,609 £2,713,660 £119,949 the reason why so many are unable ,to take cocoa is thlt the varieties commonly sold are mixed with starch, under the plea of rendering them"
cocoa,1880,1,3305,46,3.8628,True,"by orr, (signed) m. p. s. tozr.n, captain. ""mr. johnson, in his 'chemistry of common life,' pointed out that cocoa had lung reached the consumer with too much of its own fat, or loaded with a variety "
cocoa,1880,1,3305,49,3.87,True,"fry's cocoa for januar 'y. rail and pur• cocoa only, the =perfume oil extracted. gold medal, pazls,lb7o, awarded so 4. s. lal it sons,. _ 1144 ..- _ s _ the time..."
cocoa,1880,1,3305,51,3.8791,True,"dr. bernays, public analyst for southwark. on cocoa. when does cocoa cease to be cocoa? what are we to say to •cocoas containing tmly 12 to 20 per cent. of cocoa? if the public would receive advic...,"
cocoa,1880,1,3305,53,3.8871,True,imo/w.ll sld itreet. unto c. •ne4a4t m.• 01 tbi ad witlhishore 2'gt?ilbt; the medical profession are now orderin cadbary's cocoa essence in thousands of oases because it containe more nutritious and f
cocoa,1880,1,3305,54,3.8941,True,"fry's pure concentrated cocoa. this choice preparation of cocoa makes a most delightful beverage for breakfast or supper. being exceedingly nutritious, easily digested and assimil..."
cocoa,1880,1,3305,55,3.8979,True,"argus. there le nothing more nourishing and warining in cold weather than a cup of really good cocoa, but the difficulty has been to obtain it pure. this may be secured at a cost of one halfpenny for "
cocoa,1880,1,3305,60,3.9168,True,"cheap nothiiahment. —fourteen large breakfast cups of strong, reliable cocoa can be made from a sixpenny packet of cadbury's cocoa easenc:' ask for cadbury's and do net be imposed upon."
cocoa,1880,1,3305,61,3.9181,True,"the mediae] profession are now ordering cadbury's cocoa essence in thousands of cases, because it con- tains more nntricions and flesh-forming elements than any other beverage, and is preferable to th"
cocoa,1880,1,3305,62,3.9183,True,"general items! there is nothing !imre nourishing and warming in cold weather than a cup of really good cocoa, but the difficulty has been to obtain it pure. this may be secured at a cost of one halfpe"
cocoa,1880,1,3305,68,3.9245,True,"-- there is nothing, more nourishing and warming in cold weather than a cup of really good cocoa, but the dificulty has been to obtain it pure. this may be secured at a cost iff one halfpenny for a la"
cocoa,1880,1,3305,69,3.9247,True,"(to be continued). the medical profession are now ordering cadbury's cocoa essence in thousands of • cases, because it contains more nutritious and flesh-form. ing elements than any other beverage, an"
cocoa,1880,1,3305,70,3.926,True,assoltrrely pube come. —a refined and -.7-s...— comforting beverage for the most exacting is found in cadbury's cocoa the automatic machinery employed in its manufacture obviates the necessity for its
cocoa,1880,1,3305,73,3.9299,True,"general items. taxan is n-otiiirg—n;ore-n—owislii—ng--saci warming hi cold weather than a cup of really good cocoa, but the difficulty ham been to obtain it pure. this may be secured at a coat of one "
cocoa,1880,1,3305,76,3.9374,True,"...ross rucrease, as above deduct rebate net ircrease £y7s 13 5 'i here is nothing more nourishing and warming in cold weather than a cup of really good cocoa, but the difficulty has"
